id,sex,age,edu,geo2,w
15501,1,5,0,Bayern,1.8001263386248463
15502,2,4,0,HBHHSHNS,2.5410498671013015
15504,2,4,0,RPSLHE,3.175306482871702
15505,1,5,1,Bayern,0.40976557576575867
15506,1,1,1,Bayern,0.21229423648516815
15508,2,4,1,Bayern,0.24423376662118426
15510,1,1,1,RPSLHE,0.3191260325522322
15513,1,4,1,Bayern,0.22421157024559785
15514,1,4,1,Bayern,0.22421157024559785
15515,2,4,0,Bayern,1.5385500457963115
15517,1,5,1,Bayern,0.40976557576575867
15519,1,5,1,Bayern,0.40976557576575867
15520,1,5,1,HBHHSHNS,1.2694622807569547
15522,2,5,0,Bayern,4.821421454168228
15523,2,4,1,Bayern,0.24423376662118426
15526,2,1,0,THSTSN,1.2410831973092047
15527,1,5,1,Nordrhein-Westfalen,1.2060816028303516
15528,1,5,1,Bayern,0.40976557576575867
15529,2,4,0,Bayern,1.5385500457963115
15530,1,4,0,Bayern,1.304224702882832
15532,2,4,0,Bayern,1.5385500457963115
15533,1,3,1,Bayern,0.25327032544608247
15534,1,4,0,THSTSN,1.7638817116131427
15535,2,4,0,Bayern,1.5385500457963115
15537,2,4,0,Bayern,1.5385500457963115
15538,1,4,1,Bayern,0.22421157024559785
15540,1,4,1,Bayern,0.22421157024559785
15541,2,5,0,Bayern,4.821421454168228
15542,2,4,1,Bayern,0.24423376662118426
15543,1,4,1,HBHHSHNS,0.39610843373716254
15544,1,5,0,Bayern,1.8001263386248463
15547,2,3,0,Nordrhein-Westfalen,3.1189950903552006
15548,1,5,0,Bayern,1.8001263386248463
15550,1,5,0,Bayern,1.8001263386248463
15551,2,4,0,Bayern,1.5385500457963115
15553,1,1,0,Bayern,0.7630428683993563
15555,2,4,0,Bayern,1.5385500457963115
15557,1,3,0,Bayern,1.3243987511555828
15559,1,1,0,Bayern,0.7630428683993563
15563,2,5,1,Bayern,0.4814761786978579
15564,2,1,0,Bayern,0.953440422310601
15565,2,4,1,Baden-Württemberg,0.5812453928287536
15566,2,5,1,Baden-Württemberg,1.242606312871308
15571,1,4,1,MVBB,0.41333231763074496
15572,1,4,1,Bayern,0.22421157024559785
15578,1,1,1,Bayern,0.21229423648516815
15579,1,5,0,Bayern,1.8001263386248463
15580,1,4,1,Bayern,0.22421157024559785
15583,2,4,0,HBHHSHNS,2.5410498671013015
15585,1,4,1,Bayern,0.22421157024559785
15587,1,5,1,Bayern,0.40976557576575867
15588,1,5,1,Bayern,0.40976557576575867
15591,2,4,0,Bayern,1.5385500457963115
15592,1,4,0,Bayern,1.304224702882832
15594,1,3,1,THSTSN,0.2339147486365962
15595,1,4,1,Bayern,0.22421157024559785
15596,1,4,1,Bayern,0.22421157024559785
15597,2,4,1,Bayern,0.24423376662118426
15599,1,5,1,Bayern,0.40976557576575867
15601,1,4,1,Bayern,0.22421157024559785
15603,2,5,0,Bayern,4.821421454168228
15605,1,4,1,Bayern,0.22421157024559785
15606,1,4,1,Bayern,0.22421157024559785
15607,1,5,0,Bayern,1.8001263386248463
15610,1,3,1,Bayern,0.25327032544608247
15612,1,4,1,Bayern,0.22421157024559785
15613,2,4,0,Bayern,1.5385500457963115
15614,2,4,1,Bayern,0.24423376662118426
15616,1,5,1,Bayern,0.40976557576575867
15617,1,5,0,Bayern,1.8001263386248463
15618,1,4,1,Bayern,0.22421157024559785
15619,1,5,0,Bayern,1.8001263386248463
15620,1,4,1,Bayern,0.22421157024559785
15621,1,5,1,Bayern,0.40976557576575867
15622,1,4,1,Bayern,0.22421157024559785
15624,1,3,1,RPSLHE,0.3464965156501962
15626,2,3,1,Berlin,0.3605812619359924
15627,2,1,1,Berlin,0.31123668005347876
15628,1,1,1,Bayern,0.21229423648516815
15629,1,5,1,Bayern,0.40976557576575867
15630,1,5,1,Bayern,0.40976557576575867
15631,1,1,0,Bayern,0.7630428683993563
15632,1,1,0,Nordrhein-Westfalen,1.455456871139073
15633,2,1,1,Bayern,0.4035281215104976
15634,2,3,1,Bayern,0.40266567717575724
15635,1,4,1,Bayern,0.22421157024559785
15636,1,4,1,Bayern,0.22421157024559785
15638,1,1,1,Nordrhein-Westfalen,0.2771594920820162
15639,1,3,0,HBHHSHNS,1.253068132892974
15642,1,5,1,Bayern,0.40976557576575867
15646,2,5,0,Bayern,4.821421454168228
15647,1,5,0,Bayern,1.8001263386248463
15649,1,5,1,Bayern,0.40976557576575867
15650,2,4,0,Bayern,1.5385500457963115
15653,1,5,0,Bayern,1.8001263386248463
15654,2,4,1,THSTSN,0.5732043935324015
15655,1,4,1,Bayern,0.22421157024559785
15656,2,4,0,Bayern,1.5385500457963115
15657,1,1,1,Bayern,0.21229423648516815
15658,1,4,1,Bayern,0.22421157024559785
15659,2,4,1,Bayern,0.24423376662118426
15660,2,4,1,Bayern,0.24423376662118426
15661,2,4,0,Bayern,1.5385500457963115
15664,1,4,0,Baden-Württemberg,2.790222044021058
15665,1,4,0,Nordrhein-Westfalen,2.2048953206354
15666,2,5,1,Bayern,0.4814761786978579
15669,2,4,1,Bayern,0.24423376662118426
15670,1,5,1,Bayern,0.40976557576575867
15672,1,5,1,Berlin,0.8215224567554373
15673,2,3,1,Bayern,0.40266567717575724
15675,1,3,1,Bayern,0.25327032544608247
15676,1,5,1,Bayern,0.40976557576575867
15677,1,5,1,MVBB,1.3558022715197509
15678,1,5,1,Bayern,0.40976557576575867
15679,2,4,0,Bayern,1.5385500457963115
15681,1,5,1,Bayern,0.40976557576575867
15682,2,4,1,Bayern,0.24423376662118426
15684,1,1,0,Baden-Württemberg,1.430437910663729
15685,2,5,0,Bayern,4.821421454168228
15686,2,3,1,Bayern,0.40266567717575724
15687,2,5,0,Bayern,4.821421454168228
15688,1,4,1,Bayern,0.22421157024559785
15690,1,1,0,Bayern,0.7630428683993563
15694,2,3,1,Baden-Württemberg,0.682307490956624
15695,1,4,1,Bayern,0.22421157024559785
15697,2,3,1,Nordrhein-Westfalen,0.6566195985763772
15699,1,5,1,Bayern,0.40976557576575867
15700,1,4,1,Bayern,0.22421157024559785
15701,1,4,0,RPSLHE,2.4670497589644014
15704,2,5,1,THSTSN,3.2158345218082194
15705,2,1,0,HBHHSHNS,1.603430077404796
15706,2,4,0,THSTSN,2.34530667145003
15708,1,4,1,Bayern,0.22421157024559785
15709,1,4,1,Bayern,0.22421157024559785
15710,1,1,1,Bayern,0.21229423648516815
15712,1,5,1,Bayern,0.40976557576575867
15713,2,3,1,Bayern,0.40266567717575724
15714,1,1,1,Bayern,0.21229423648516815
15715,1,1,0,Bayern,0.7630428683993563
15716,1,5,0,Bayern,1.8001263386248463
15717,1,5,0,Bayern,1.8001263386248463
15719,1,1,0,Bayern,0.7630428683993563
15720,2,1,0,Bayern,0.953440422310601
15722,1,4,0,THSTSN,1.7638817116131427
15725,2,4,0,Nordrhein-Westfalen,3.3276170661351263
15726,1,1,1,Bayern,0.21229423648516815
15727,1,1,0,Bayern,0.7630428683993563
15730,1,1,1,Bayern,0.21229423648516815
15731,1,1,0,Bayern,0.7630428683993563
15732,2,1,0,Bayern,0.953440422310601
15733,1,3,0,HBHHSHNS,1.253068132892974
15734,1,4,1,RPSLHE,0.4736896754069664
15735,2,4,0,Bayern,1.5385500457963115
15737,2,3,1,THSTSN,0.33486992540637
15738,2,4,0,Bayern,1.5385500457963115
15739,1,1,1,Bayern,0.21229423648516815
15740,2,4,1,Baden-Württemberg,0.5812453928287536
15741,2,3,1,THSTSN,0.33486992540637
15742,2,3,0,Bayern,2.242987273185747
15743,1,1,0,Bayern,0.7630428683993563
15745,2,3,0,Bayern,2.242987273185747
15746,1,1,0,THSTSN,1.1522766131451354
15747,1,5,1,Bayern,0.40976557576575867
15750,2,1,0,Bayern,0.953440422310601
15751,1,4,1,Bayern,0.22421157024559785
15754,2,1,0,Bayern,0.953440422310601
15755,2,4,1,Bayern,0.24423376662118426
15756,1,5,0,Bayern,1.8001263386248463
15757,1,1,0,Berlin,0.8596856744110565
15758,2,1,0,Bayern,0.953440422310601
15760,2,5,1,Bayern,0.4814761786978579
15761,1,5,1,Bayern,0.40976557576575867
15762,1,4,1,Bayern,0.22421157024559785
15763,1,4,1,Baden-Württemberg,0.5412145164533009
15765,2,4,0,Bayern,1.5385500457963115
15766,2,3,1,Baden-Württemberg,0.682307490956624
15767,2,1,0,RPSLHE,2.2142876941539016
15768,1,3,1,Nordrhein-Westfalen,0.27940924444387544
15771,2,1,0,Bayern,0.953440422310601
15772,1,4,1,RPSLHE,0.4736896754069664
15776,2,5,0,Nordrhein-Westfalen,19.3839381066106
15777,2,1,0,Bayern,0.953440422310601
15778,1,4,0,Bayern,1.304224702882832
15779,1,4,1,Bayern,0.22421157024559785
15780,1,1,0,MVBB,1.255963475830347
15781,1,1,1,Bayern,0.21229423648516815
15784,1,1,0,RPSLHE,1.417134539329714
15785,1,4,1,Baden-Württemberg,0.5412145164533009
15787,1,5,1,MVBB,1.3558022715197509
15789,1,3,1,Nordrhein-Westfalen,0.27940924444387544
15790,1,1,0,Bayern,0.7630428683993563
15792,2,3,1,Nordrhein-Westfalen,0.6566195985763772
15793,2,1,1,Bayern,0.4035281215104976
15794,1,1,0,Bayern,0.7630428683993563
15795,1,1,0,Bayern,0.7630428683993563
15796,2,1,1,Bayern,0.4035281215104976
15797,2,1,0,Bayern,0.953440422310601
15798,1,1,0,Bayern,0.7630428683993563
15799,2,1,0,HBHHSHNS,1.603430077404796
15800,1,5,1,Bayern,0.40976557576575867
15802,1,1,0,RPSLHE,1.417134539329714
15805,1,1,0,Baden-Württemberg,1.430437910663729
15810,1,5,1,Bayern,0.40976557576575867
15813,2,4,0,Bayern,1.5385500457963115
15815,2,4,1,Bayern,0.24423376662118426
15818,2,4,0,Bayern,1.5385500457963115
15819,1,1,0,THSTSN,1.1522766131451354
15821,1,4,0,Bayern,1.304224702882832
15824,1,1,0,THSTSN,1.1522766131451354
15825,1,4,1,Bayern,0.22421157024559785
15827,2,5,0,Bayern,4.821421454168228
15829,1,5,1,Bayern,0.40976557576575867
15831,2,1,1,THSTSN,0.31732800809248657
15832,1,4,1,Bayern,0.22421157024559785
15833,1,5,1,Bayern,0.40976557576575867
15834,1,1,0,RPSLHE,1.417134539329714
15835,1,3,0,Bayern,1.3243987511555828
15836,2,1,0,Baden-Württemberg,2.341213294436197
15838,2,4,0,Bayern,1.5385500457963115
15839,1,4,1,HBHHSHNS,0.39610843373716254
15840,1,5,1,Bayern,0.40976557576575867
15841,2,5,0,Bayern,4.821421454168228
15842,2,4,0,Bayern,1.5385500457963115
15844,1,3,1,THSTSN,0.2339147486365962
15847,1,4,0,Bayern,1.304224702882832
15848,2,5,1,Bayern,0.4814761786978579
15852,1,1,0,RPSLHE,1.417134539329714
15853,1,4,0,Bayern,1.304224702882832
15854,1,3,1,Nordrhein-Westfalen,0.27940924444387544
15857,2,5,1,THSTSN,3.2158345218082194
15859,2,1,0,Bayern,0.953440422310601
15860,2,3,1,Berlin,0.3605812619359924
15861,1,1,1,Bayern,0.21229423648516815
15863,1,1,1,Bayern,0.21229423648516815
15864,1,4,1,MVBB,0.41333231763074496
15865,1,4,1,Baden-Württemberg,0.5412145164533009
15866,1,4,1,Bayern,0.22421157024559785
15867,1,4,1,HBHHSHNS,0.39610843373716254
15869,1,1,1,Nordrhein-Westfalen,0.2771594920820162
15870,1,5,1,Berlin,0.8215224567554373
15871,1,1,1,Bayern,0.21229423648516815
15872,1,4,1,HBHHSHNS,0.39610843373716254
15874,2,3,0,HBHHSHNS,2.168199800177167
15875,2,4,1,Bayern,0.24423376662118426
15876,1,1,1,THSTSN,0.1746858452453663
15878,1,1,0,Bayern,0.7630428683993563
15879,1,5,1,MVBB,1.3558022715197509
15880,2,1,0,Bayern,0.953440422310601
15881,1,1,1,THSTSN,0.1746858452453663
15882,2,3,1,HBHHSHNS,0.5226429554371789
15884,2,4,1,HBHHSHNS,0.59335422642501
15885,2,3,1,Nordrhein-Westfalen,0.6566195985763772
15886,1,5,0,Bayern,1.8001263386248463
15887,1,4,1,Bayern,0.22421157024559785
15888,2,1,0,HBHHSHNS,1.603430077404796
15890,1,1,1,Bayern,0.21229423648516815
15891,2,4,1,Bayern,0.24423376662118426
15892,2,1,0,Bayern,0.953440422310601
15893,1,1,0,Bayern,0.7630428683993563
15895,1,4,1,Bayern,0.22421157024559785
15896,1,3,1,Bayern,0.25327032544608247
15897,1,4,0,Bayern,1.304224702882832
15898,1,4,0,HBHHSHNS,1.6404551592704457
15901,1,4,1,Bayern,0.22421157024559785
15902,1,3,1,Nordrhein-Westfalen,0.27940924444387544
15903,1,3,1,Bayern,0.25327032544608247
15905,2,1,0,Bayern,0.953440422310601
15906,1,5,1,Bayern,0.40976557576575867
15908,1,1,0,Bayern,0.7630428683993563
15909,1,4,1,Bayern,0.22421157024559785
15911,1,1,0,Bayern,0.7630428683993563
15912,1,4,1,Baden-Württemberg,0.5412145164533009
15913,2,1,1,Nordrhein-Westfalen,0.5862917188845741
15915,1,1,0,THSTSN,1.1522766131451354
15917,1,1,0,Bayern,0.7630428683993563
15918,1,4,1,Bayern,0.22421157024559785
15921,1,4,1,Bayern,0.22421157024559785
15922,1,1,0,Bayern,0.7630428683993563
15924,2,4,1,RPSLHE,0.5320604086025341
15925,1,1,0,Nordrhein-Westfalen,1.455456871139073
15926,1,3,0,Bayern,1.3243987511555828
15927,1,1,0,Bayern,0.7630428683993563
15928,2,3,1,Baden-Württemberg,0.682307490956624
15929,1,3,1,Bayern,0.25327032544608247
15930,2,5,0,HBHHSHNS,11.331676171007448
15932,1,3,0,Bayern,1.3243987511555828
15933,2,1,0,Bayern,0.953440422310601
15934,1,1,0,Bayern,0.7630428683993563
15935,2,4,0,Bayern,1.5385500457963115
15936,1,4,1,Bayern,0.22421157024559785
15937,2,4,1,Baden-Württemberg,0.5812453928287536
15939,1,3,1,Bayern,0.25327032544608247
15940,2,1,0,Bayern,0.953440422310601
15942,2,3,0,MVBB,1.557985824105763
15943,2,1,1,Bayern,0.4035281215104976
15945,2,1,0,Berlin,1.435476992009687
15946,1,3,1,HBHHSHNS,0.31057878225346247
15948,2,1,1,Bayern,0.4035281215104976
15949,1,1,1,Bayern,0.21229423648516815
15950,1,1,0,THSTSN,1.1522766131451354
15951,1,1,0,Nordrhein-Westfalen,1.455456871139073
15952,1,4,1,Bayern,0.22421157024559785
15955,1,3,1,Bayern,0.25327032544608247
15956,2,4,1,Bayern,0.24423376662118426
15957,1,5,1,Bayern,0.40976557576575867
15958,2,5,1,Bayern,0.4814761786978579
15959,1,1,1,Bayern,0.21229423648516815
15960,1,1,1,Bayern,0.21229423648516815
15961,1,5,1,Baden-Württemberg,1.3165526686342228
15962,2,3,1,Bayern,0.40266567717575724
15964,2,4,1,RPSLHE,0.5320604086025341
15966,1,4,1,Bayern,0.22421157024559785
15967,1,4,1,Bayern,0.22421157024559785
15968,1,3,1,Bayern,0.25327032544608247
15969,1,3,1,Baden-Württemberg,0.3311586714904999
15971,1,4,0,Bayern,1.304224702882832
15973,2,4,1,Bayern,0.24423376662118426
15974,2,1,1,Bayern,0.4035281215104976
15976,1,5,1,Nordrhein-Westfalen,1.2060816028303516
15978,1,4,0,THSTSN,1.7638817116131427
15979,1,3,1,Bayern,0.25327032544608247
15980,2,3,1,Bayern,0.40266567717575724
15981,2,1,1,RPSLHE,0.6911030844845735
15982,1,5,1,Nordrhein-Westfalen,1.2060816028303516
15983,2,3,1,Bayern,0.40266567717575724
15985,2,4,1,MVBB,0.583849851244912
15986,1,3,1,Berlin,0.16318181073267798
15987,2,3,1,Baden-Württemberg,0.682307490956624
15988,2,5,1,Bayern,0.4814761786978579
15990,1,1,0,Baden-Württemberg,1.430437910663729
15991,1,4,0,Bayern,1.304224702882832
15992,1,3,1,Bayern,0.25327032544608247
15993,1,1,1,Berlin,0.15587707283277444
15997,1,3,1,Berlin,0.16318181073267798
15999,2,1,1,Bayern,0.4035281215104976
16000,2,4,0,Bayern,1.5385500457963115
16002,1,4,1,Bayern,0.22421157024559785
16003,1,4,1,Bayern,0.22421157024559785
16007,2,1,1,Bayern,0.4035281215104976
16008,1,4,1,Bayern,0.22421157024559785
16013,1,4,1,Bayern,0.22421157024559785
16014,1,5,1,Bayern,0.40976557576575867
16015,2,1,1,Nordrhein-Westfalen,0.5862917188845741
16016,2,1,1,Bayern,0.4035281215104976
16019,1,1,1,Bayern,0.21229423648516815
16021,2,5,1,Bayern,0.4814761786978579
16022,1,1,1,THSTSN,0.1746858452453663
16023,1,1,1,MVBB,0.1912077828755293
16025,1,3,1,Bayern,0.25327032544608247
16026,2,3,0,THSTSN,1.7555177639987325
16027,1,1,1,Bayern,0.21229423648516815
16028,1,3,1,Baden-Württemberg,0.3311586714904999
16029,1,4,0,THSTSN,1.7638817116131427
16031,2,1,1,Nordrhein-Westfalen,0.5862917188845741
16032,1,1,0,RPSLHE,1.417134539329714
16035,1,1,0,Bayern,0.7630428683993563
16036,1,3,0,MVBB,1.6996817736985037
16037,1,4,0,HBHHSHNS,1.6404551592704457
16038,2,5,1,Bayern,0.4814761786978579
16039,1,3,0,MVBB,1.6996817736985037
16042,2,4,0,Bayern,1.5385500457963115
16044,1,4,1,Bayern,0.22421157024559785
16045,2,4,1,Baden-Württemberg,0.5812453928287536
16046,1,4,0,Bayern,1.304224702882832
16049,1,5,1,HBHHSHNS,1.2694622807569547
16050,2,4,0,Bayern,1.5385500457963115
16051,2,4,0,Bayern,1.5385500457963115
16053,2,5,1,Berlin,1.3898066857672402
16054,2,4,0,HBHHSHNS,2.5410498671013015
16055,1,1,1,Berlin,0.15587707283277444
16056,2,4,1,RPSLHE,0.5320604086025341
16057,1,3,1,MVBB,0.299873153525749
16063,1,4,1,Nordrhein-Westfalen,0.490729535866323
16064,2,1,0,Bayern,0.953440422310601
16065,2,4,1,MVBB,0.583849851244912
16066,1,4,0,Bayern,1.304224702882832
16067,1,4,0,Baden-Württemberg,2.790222044021058
16070,2,3,1,HBHHSHNS,0.5226429554371789
16071,1,4,0,Bayern,1.304224702882832
16073,2,1,1,Bayern,0.4035281215104976
16076,2,4,0,Baden-Württemberg,3.5102075358041405
16077,2,4,0,Baden-Württemberg,3.5102075358041405
16078,2,3,1,HBHHSHNS,0.5226429554371789
16079,1,1,1,Bayern,0.21229423648516815
16081,1,4,0,Nordrhein-Westfalen,2.2048953206354
16082,1,4,0,Bayern,1.304224702882832
16084,1,5,1,MVBB,1.3558022715197509
16085,2,3,0,Bayern,2.242987273185747
16087,2,3,0,Nordrhein-Westfalen,3.1189950903552006
16089,2,1,0,Bayern,0.953440422310601
16090,1,4,1,MVBB,0.41333231763074496
16091,1,3,0,Bayern,1.3243987511555828
16094,2,4,1,Nordrhein-Westfalen,0.6274993277383306
16095,1,5,1,HBHHSHNS,1.2694622807569547
16096,2,3,1,Bayern,0.40266567717575724
16098,1,1,0,THSTSN,1.1522766131451354
16100,1,3,0,HBHHSHNS,1.253068132892974
16101,2,4,1,Bayern,0.24423376662118426
16102,2,4,1,MVBB,0.583849851244912
16103,1,5,0,RPSLHE,7.5062576487662955
16106,2,4,0,Bayern,1.5385500457963115
16107,1,4,1,Bayern,0.22421157024559785
16108,2,1,1,Bayern,0.4035281215104976
16110,2,4,0,Bayern,1.5385500457963115
16111,1,4,1,Bayern,0.22421157024559785
16112,2,1,1,HBHHSHNS,0.48934970433390784
16113,1,3,1,Bayern,0.25327032544608247
16115,1,1,1,THSTSN,0.1746858452453663
16116,1,5,0,Bayern,1.8001263386248463
16117,2,5,1,Bayern,0.4814761786978579
16121,1,3,0,Bayern,1.3243987511555828
16122,2,3,1,RPSLHE,0.5796615792310356
16123,1,1,0,Bayern,0.7630428683993563
16124,1,4,1,THSTSN,0.38058207520844134
16126,2,4,1,Nordrhein-Westfalen,0.6274993277383306
16127,2,1,1,Bayern,0.4035281215104976
16129,2,4,0,Bayern,1.5385500457963115
16130,1,5,0,Bayern,1.8001263386248463
16131,2,4,0,Nordrhein-Westfalen,3.3276170661351263
16133,2,1,0,Bayern,0.953440422310601
16134,1,4,1,Bayern,0.22421157024559785
16136,2,4,1,Bayern,0.24423376662118426
16137,2,5,0,Bayern,4.821421454168228
16139,2,4,1,Berlin,0.34970384729577364
16140,2,1,1,Bayern,0.4035281215104976
16141,1,3,1,HBHHSHNS,0.31057878225346247
16142,1,4,0,Nordrhein-Westfalen,2.2048953206354
16143,1,1,0,HBHHSHNS,0.9822469782417969
16144,1,1,1,HBHHSHNS,0.23543800530456288
16145,1,4,0,Bayern,1.304224702882832
16146,2,4,0,RPSLHE,3.175306482871702
16147,1,4,1,Bayern,0.22421157024559785
16148,2,4,1,HBHHSHNS,0.59335422642501
16149,1,3,0,Bayern,1.3243987511555828
16150,1,4,1,Bayern,0.22421157024559785
16151,2,5,1,Bayern,0.4814761786978579
16152,1,4,1,Bayern,0.22421157024559785
16153,2,4,1,Bayern,0.24423376662118426
16154,2,1,1,Bayern,0.4035281215104976
16156,2,1,0,Nordrhein-Westfalen,2.660033867403492
16157,1,5,1,Bayern,0.40976557576575867
16160,1,4,1,HBHHSHNS,0.39610843373716254
16163,2,4,1,Bayern,0.24423376662118426
16165,1,5,1,Baden-Württemberg,1.3165526686342228
16166,1,3,1,Bayern,0.25327032544608247
16167,1,4,0,Bayern,1.304224702882832
16168,1,3,1,Nordrhein-Westfalen,0.27940924444387544
16169,2,1,0,HBHHSHNS,1.603430077404796
16170,1,1,0,Bayern,0.7630428683993563
16171,1,4,1,Bayern,0.22421157024559785
16173,2,4,0,Bayern,1.5385500457963115
16176,1,3,1,Bayern,0.25327032544608247
16178,1,5,1,Bayern,0.40976557576575867
16179,1,5,0,Nordrhein-Westfalen,8.310287457494619
16180,1,4,1,Baden-Württemberg,0.5412145164533009
16182,1,4,1,Bayern,0.22421157024559785
16183,2,4,1,Nordrhein-Westfalen,0.6274993277383306
16184,2,1,1,HBHHSHNS,0.48934970433390784
16185,1,4,1,Bayern,0.22421157024559785
16186,1,4,1,Berlin,0.1821297064423889
16188,2,3,0,MVBB,1.557985824105763
16189,2,1,1,Nordrhein-Westfalen,0.5862917188845741
16190,1,1,0,Nordrhein-Westfalen,1.455456871139073
16192,1,5,1,Bayern,0.40976557576575867
16193,2,5,1,Bayern,0.4814761786978579
16194,2,1,1,Bayern,0.4035281215104976
16196,2,3,1,Baden-Württemberg,0.682307490956624
16197,2,4,1,Bayern,0.24423376662118426
16198,2,5,0,Bayern,4.821421454168228
16203,1,4,1,Bayern,0.22421157024559785
16206,1,4,0,Nordrhein-Westfalen,2.2048953206354
16207,1,4,1,Bayern,0.22421157024559785
16208,1,4,1,Bayern,0.22421157024559785
16210,2,1,1,Baden-Württemberg,0.5471312156761556
16211,1,4,0,Bayern,1.304224702882832
16212,1,1,1,RPSLHE,0.3191260325522322
16213,1,1,1,Bayern,0.21229423648516815
16215,1,4,0,Bayern,1.304224702882832
16216,1,4,1,Bayern,0.22421157024559785
16219,1,5,1,Bayern,0.40976557576575867
16222,2,4,0,Bayern,1.5385500457963115
16223,1,3,1,Baden-Württemberg,0.3311586714904999
16225,2,4,1,Bayern,0.24423376662118426
16226,1,4,0,Bayern,1.304224702882832
16227,2,1,1,Bayern,0.4035281215104976
16228,1,5,1,Bayern,0.40976557576575867
16229,1,4,0,Bayern,1.304224702882832
16230,1,5,1,Bayern,0.40976557576575867
16232,1,3,1,Nordrhein-Westfalen,0.27940924444387544
16233,1,1,0,MVBB,1.255963475830347
16234,1,1,1,Nordrhein-Westfalen,0.2771594920820162
16236,2,4,0,HBHHSHNS,2.5410498671013015
16237,1,5,1,Berlin,0.8215224567554373
16238,2,1,0,MVBB,1.274778194203845
16240,2,4,0,THSTSN,2.34530667145003
16242,1,5,1,Baden-Württemberg,1.3165526686342228
16244,1,4,1,Nordrhein-Westfalen,0.490729535866323
16245,1,4,1,Bayern,0.22421157024559785
16246,1,5,0,Baden-Württemberg,11.286840951138696
16247,2,4,1,Bayern,0.24423376662118426
16248,1,4,1,Bayern,0.22421157024559785
16249,1,1,1,RPSLHE,0.3191260325522322
16250,1,4,0,Bayern,1.304224702882832
16251,2,4,1,HBHHSHNS,0.59335422642501
16253,1,1,1,Berlin,0.15587707283277444
16254,1,1,0,Bayern,0.7630428683993563
16255,1,4,0,Bayern,1.304224702882832
16256,2,4,1,Bayern,0.24423376662118426
16258,1,4,0,Bayern,1.304224702882832
16259,2,1,0,Bayern,0.953440422310601
16261,2,4,1,THSTSN,0.5732043935324015
16262,1,4,0,Bayern,1.304224702882832
16263,2,4,1,HBHHSHNS,0.59335422642501
16264,2,1,0,Bayern,0.953440422310601
16265,1,3,1,Bayern,0.25327032544608247
16266,2,4,0,Bayern,1.5385500457963115
16269,1,5,1,Bayern,0.40976557576575867
16270,2,5,0,Bayern,4.821421454168228
16271,1,4,1,MVBB,0.41333231763074496
16272,1,4,1,Bayern,0.22421157024559785
16275,2,3,1,Bayern,0.40266567717575724
16276,1,3,1,Berlin,0.16318181073267798
16277,2,1,1,Bayern,0.4035281215104976
16278,1,4,0,Bayern,1.304224702882832
16280,1,1,0,HBHHSHNS,0.9822469782417969
16281,1,1,1,Berlin,0.15587707283277444
16283,1,5,1,Bayern,0.40976557576575867
16284,2,5,0,RPSLHE,13.190732737254768
16285,1,1,0,Bayern,0.7630428683993563
16286,2,1,0,Baden-Württemberg,2.341213294436197
16287,2,5,1,Nordrhein-Westfalen,1.4447156417457505
16289,1,4,1,THSTSN,0.38058207520844134
16290,1,1,1,Bayern,0.21229423648516815
16291,2,1,0,Nordrhein-Westfalen,2.660033867403492
16292,1,4,1,Berlin,0.1821297064423889
16293,2,4,1,THSTSN,0.5732043935324015
16294,2,4,1,Nordrhein-Westfalen,0.6274993277383306
16295,1,4,1,Bayern,0.22421157024559785
16296,1,1,0,Bayern,0.7630428683993563
16297,2,3,1,Bayern,0.40266567717575724
16298,1,3,1,Bayern,0.25327032544608247
16300,2,4,1,RPSLHE,0.5320604086025341
16302,1,3,1,Bayern,0.25327032544608247
16303,1,3,0,Berlin,0.9179651102048781
16304,2,4,1,RPSLHE,0.5320604086025341
16305,2,4,1,Bayern,0.24423376662118426
16306,1,1,1,Bayern,0.21229423648516815
16307,1,1,1,Bayern,0.21229423648516815
16308,2,4,0,Bayern,1.5385500457963115
16309,1,1,0,Bayern,0.7630428683993563
16310,2,4,0,Baden-Württemberg,3.5102075358041405
16311,2,3,1,Bayern,0.40266567717575724
16312,2,3,1,RPSLHE,0.5796615792310356
16314,1,4,1,Bayern,0.22421157024559785
16316,1,1,0,Bayern,0.7630428683993563
16318,2,1,1,Nordrhein-Westfalen,0.5862917188845741
16319,2,1,1,RPSLHE,0.6911030844845735
16320,1,1,0,Berlin,0.8596856744110565
16322,2,4,1,Bayern,0.24423376662118426
16323,2,1,1,Bayern,0.4035281215104976
16324,2,4,1,Bayern,0.24423376662118426
16327,1,1,1,THSTSN,0.1746858452453663
16328,2,3,1,HBHHSHNS,0.5226429554371789
16329,2,5,1,Bayern,0.4814761786978579
16330,2,1,1,Bayern,0.4035281215104976
16331,1,3,0,Bayern,1.3243987511555828
16332,2,1,0,Bayern,0.953440422310601
16333,2,4,0,Nordrhein-Westfalen,3.3276170661351263
16334,1,3,0,Bayern,1.3243987511555828
16335,1,4,0,Bayern,1.304224702882832
16336,1,1,1,Baden-Württemberg,0.303950998023234
16337,1,5,1,Bayern,0.40976557576575867
16338,1,5,1,Bayern,0.40976557576575867
16339,1,4,1,HBHHSHNS,0.39610843373716254
16340,2,4,0,THSTSN,2.34530667145003
16341,1,4,1,Bayern,0.22421157024559785
16343,2,1,1,Bayern,0.4035281215104976
16344,1,1,0,Nordrhein-Westfalen,1.455456871139073
16345,1,5,1,THSTSN,1.693026142670804
